name,url,First appearance,Latest appearance,Occupation(s),Residence,Gender,Color,Eye color,Portrayer,Appearance,Classification,Spouse,Parents,Children
Incidental 13,https://spongebob.fandom.com/wiki/Incidental_13,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Referee', 'Actor', 'Workout video actor', 'Red soldier', 'Band member', 'Fry Cook Games competitor', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,Light green and olive green,Yellow,"['Tom Kenny', 'Dee Bradley Baker', 'Rodger Bumpass', 'Doug Lawrence', 'Bill Fagerbakke']",,Angelfish,,,
Incidental 15,https://spongebob.fandom.com/wiki/Incidental_15,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""5 Star Restaurant"" (The Patrick Star Show)']","['Krusty Krab commercial crew member (formerly)', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Man Rayopolis', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)']",Male,Green,Black,Dee Bradley Baker,,Fish,,,
Incidental 16,https://spongebob.fandom.com/wiki/Incidental_16,"""Ripped Pants""","['""Big League Bob"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Trumpet player', 'Student', 'Stair war solider', 'Pet show judge']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,"Dark bluish-gray, dark purple, and lavender",Black,"['Rodger Bumpass', 'Dee Bradley Baker', 'Tom Kenny', 'Carolyn Lawrence', 'Bill Fagerbakke (""Don\'t Make Me Laugh"")']",,Black Moor (Likely),,,
Incidental 21,https://spongebob.fandom.com/wiki/Incidental_21,"['""Ripped Pants""', '""Squeaky Boots"" (production order)']","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Chum Bucket List"" (color palette only) (The Patrick Star Show)']",Stair war solider,"['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Unknown,Peach and brown,Dark yellow and black,,,Garfish (likely),,,
Carol,https://spongebob.fandom.com/wiki/Carol,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Nurse', 'Actor', 'Tank company employee', 'Member of the Empty Head Society', 'Krusty Krab commercial crew member (formerly)', 'Wrestle Camp model', 'Bank teller', 'Waitress', 'Member of the Beach Band (Loser 1)', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'New Kelp City', 'Atlantic City', 'Binary Bottom (""RobotInc"" variant)']",Female,Tan-brown,Blue,"['Sirena Irwin', 'Jill Talley', 'Carolyn Lawrence']",,Egg-fish goldfish,,,
Incidental 23,https://spongebob.fandom.com/wiki/Charlie,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Coal miner', 'Lumberjack', 'Actor', 'Construction worker', 'Magician', 'Rock collector', 'Red soldier', 'Fry Cook Games competitor', 'Krusty Krab commercial crew member (formerly)', 'Student', 'Krusty Factory worker', 'Stair war solider', 'Glass mover']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Man Rayopolis', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (""RobotInc"" variant)']",Male,Turquoise and blue,Black,"['Mark Fite (""Born to Be Wild"")', 'Tom Kenny (""Krabs vs. Plankton"" and ""Lost in Bikini Bottom"")', 'Rodger Bumpass (""The Masterpiece"")', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Tuna,,,
Incidental 24,https://spongebob.fandom.com/wiki/Incidental_24,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""The Patrick Show After Dark"" (The Patrick Star Show)']","['Masseur', 'Healthy Krab employee', 'Retired member of the Navy', 'Gong clasher', 'Bodybuilder', 'Servant of the King of Sports', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,Bronze-brown,Black,"['Bill Fagerbakke (""Larry\'s Gym,"" Squid\'s on a Bus,"" and ""Family Plotz"")', 'Rodger Bumpass (""SpongeBob on Parade"")']",,Batfish,,,
Incidental 27,https://spongebob.fandom.com/wiki/Incidental_27,"['""Ripped Pants""', '""Boating School"" (production order)']","['""PL-1413"" (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Nurse', 'Lumberjack', 'Executive (""BusinessFish"" variant)', 'Band member', 'Sailor', 'Doctor', 'Battle re-enactor', 'Red soldier', 'Choir boy', 'Balloon seller', 'Krusty Krab commercial crew member (formerly)', 'Choir singer', 'Miner', 'Firefighter', 'TV announcer (original storyboard of ""Mermaid Man and Barnacle Boy II"")', 'Photographer', 'Student', 'Stair war solider']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)', 'Cemetery']",Male,"['Olive green', 'Yellow-orange', 'Dark olive green', 'Pale yellow']",Beige with black pupils,"['Rodger Bumpass (""Squid Wood"")', 'Mark Fite (""The Krusty Sponge"")', 'Carlos Alazraqui (""Sing a Song of Patrick"")', 'Bill Fagerbakke (""SpongeBob SquarePants vs. The Big One"" and ""Sportz?"")', 'Maurice LaMarche (""Squid\'s on a Bus"")', 'Thomas F. Wilson (""Host-a-Palooza"" and ""Tying the Klop-Knot"")']",,Fish,,,
Incidental 30A,https://spongebob.fandom.com/wiki/Incidental_30A,"""Help Wanted""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""End of Summer Daze"" (Incidental 116) (Kamp Koral: SpongeBob\'s Under Years)', '""Star-Robics"" (The Patrick Star Show)']","['Jellyspotter (Jellyspotters B, D, and E)', 'Chef', 'Battle re-enactor', 'Red soldier', 'Fry Cook Games competitor', 'Camper (Incidental 116)', 'Camera man', 'Sailor (Jellyspotters B, D, and E)']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottom Jail', 'Krusty Slammer', 'Barge Cabin, Kamp Koral (Incidental 116)', 'Binary Bottom (""RobotInc"" variant)', 'New Kelp City']",Male,Brown,Black,"['Rodger Bumpass', 'Carlos Alazraqui']",,Anchovy,,,
Lou,https://spongebob.fandom.com/wiki/Incidental_39,"""Ripped Pants""","['""SpongeBob\'s Super Bowl Party"" (SpongeBob SquarePants)', '""The Commode Episode"" (The Patrick Star Show)']","['Food vendor', ""Barg'N-Mart cashier"", 'Diner cook', 'Navy Sailor', 'Baker', 'Torch salesman', 'Ice Cream employee', 'Ice cream man', 'Whoopee Cushions truck driver', 'Glove World! vendor']","['Bikini Bottom, Pacific Ocean', 'Binary Bottom (""RobotInc"" variant)']",Male,Light orange,Black,"['Tom Kenny (""Life of Crime,"" ""As Seen on TV,"" ""Karate Star,"" ""Pull Up a Barrel,"" and ""Patrick\'s Coupon"")', 'Bill Fagerbakke (""Missing Identity"" and ""The Sponge Who Could Fly"")', 'Mark Fite (""Porous Pockets"")', 'Clancy Brown (""Food PBFFT! Truck"")', 'Dana Snyder (""RobotInc"" variant)']",,Fish,Ex-wife,Lou Sr.,
Judy,https://spongebob.fandom.com/wiki/Incidental_45,"""Ripped Pants""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Driven to Drive"" (The Patrick Star Show)']","['Clothing store employee', 'Executive (""BusinessFish"" variant)', 'Student', 'Fwy Queen', 'Actor', 'Wrestle Camp model', 'Choir singer']","['Bikini Bottom, Pacific Ocean', 'Atlantic City', 'Bikini Bottomshire', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (""RobotInc"" variant)']",Female,Red-pink and pale-pink,White with dark blue pupils,"['Dee Bradley Baker (""Fools in April"")', 'Mary Jo Catlett (""Squiditis"")', 'Lori Alan (""Upturn Girls"")', 'Carolyn Lawrence (""Tattoo Hullabaloo"")']",,Fish,,,
Sadie,https://spongebob.fandom.com/wiki/Incidental_47,"""Ripped Pants""","['""PL-1413"" (SpongeBob SquarePants)', '""Patrick Show Land"" (The Patrick Star Show)']","['Neptunian Science Committee Scientist', 'Actor', 'Member of The Neptunian Science Committee', 'Tennis player', 'Krusty Krab commercial crew member (formerly)', 'Student']","[""Incidentals 41 and 47's trailer, Bikini Bottom, Pacific Ocean"", 'Dead Eye Gulch', 'Binary Bottom (""RobotInc"" variant)']",Female,"Light yellow, light olive-green, and light faded blue",Black,"['Carolyn Lawrence', 'Rodger Bumpass (""The Krusty Sponge"")', 'Jill Talley (""Krusty Dogs"")', 'Sirena Irwin']",,Fish,,,
Incidental 67,https://spongebob.fandom.com/wiki/Incidental_67,"""Pickles""","['Saving Bikini Bottom: The Sandy Cheeks Movie (storyboard) (SpongeBob SquarePants)', '""Pick Patrick\'s Path"" (The Patrick Star Show)']","['Doctor', 'Executive (""BusinessFish"" variant)', 'Chef', 'Student', 'Tank company employee', 'Blue soldier', 'Krusty Krab commercial crew member (formerly)', 'Camper (Incidental 67KID)', 'Parade balloon handler', 'Football player', 'Baker']","['Bikini Bottom, Pacific Ocean', 'Inferno Island', 'Dead Eye Gulch', 'Bikini Bottom Jail', 'Binary Bottom (""RobotInc"" variant)']",Male,Light blue,Black,"['Tom Kenny', 'Dee Bradley Baker', 'Eban Schletter (""The Inmates of Summer"") (singing voice)']",,Fish,,,
Old Man Walker,https://spongebob.fandom.com/wiki/Old_Man_Walker,"""Mermaid Man and Barnacle Boy""","['""Hysterical History"" (SpongeBob SquarePants)', '""Pat-per Route"" (The Patrick Star Show)']","['Mild Ones member', 'Temporary cashier at the Krusty Krab', 'Blue soldier', 'Member of the Kelp Bed Kids', 'Ruler of the future', 'Security guard']","[""Old Man Walker's house, Bikini Bottom, Pacific Ocean"", 'Rusty Krab (formerly)', 'Shady Shoals Rest Home', 'Pappy Farms', 'Bikini Bottomshire', 'Binary Bottom (""RobotInc"" variant)', 'Cemetery']",Male,Light green with orange liver spots,,"['Doug Lawrence (""Your Shoe\'s Untied"")', 'Mark Fite (""Fear of a Krabby Patty"")', 'Rodger Bumpass (""Once Bitten"" and ""Mid-Season Finale"")', 'Dee Bradley Baker (""Fungus Among Us,"" ""Krabs à la Mode,"" ""Sing a Song of Patrick,"" ""Toy Store of Doom,"" ""SpongeBob You\'re Fired,"" and ""FitzPatrick"")', 'Carlos Alazraqui (""Who R Zoo?"")', 'Dana Snyder (""Neptune\'s Ball"")']",,Fish,,,
Klopnod elder man 3,https://spongebob.fandom.com/wiki/Old_Klopnodian_man,"""Klopnodian Heritage Festival""","""You're Going to Pay...Phone""",,"Bikini Bottom, Pacific Ocean",Male,Pale blue,Black,"['Bill Fagerbakke (""Klopnodian Heritage Festival"")', 'Tom Kenny (""You\'re Going to Pay...Phone"")']",,Starfish,,,
Demon,https://spongebob.fandom.com/wiki/Demon,,,,"Bikini Bottom, Pacific Ocean",Male,Dark orange,Black,Rodger Bumpass,"""You're Going to Pay...Phone""",Demonic fish,,,
Money,https://spongebob.fandom.com/wiki/Money,"""Help Wanted""",,,,,,,,,,,,
Cecil Star,https://spongebob.fandom.com/wiki/Cecil_Star,"""Late for Breakfast""",,"['Undersea Space Agency janitor', 'Trainee astronaut', 'Prize fighter', 'Kamp Koral camp master', 'Upturn Museum of Upscale Art security guard', 'Guard dog', 'Door', 'Krusty Krab employee', 'Funeral director', 'Taxi driver', 'Department of Motor Boats employee (all formerly)']","Star house, Bikini Bottom, Pacific Ocean",Male,Sage green,Black,Thomas F. Wilson,,"['Starfish', '3/8 Fish', '1/8 Amoeba']",Bunny Star (wife),GrandPat Star (father),"['Patrick Star (son)', 'Squidina Star (daughter)']"
Bunny Star,https://spongebob.fandom.com/wiki/Bunny_Star,"""Late for Breakfast""",,,"Star house, Bikini Bottom, Pacific Ocean (after being kicked out of Klopnod, Pacific Ocean)",Female,Lavender,Black,Cree Summer,,"['Starfish', '1/2 Squid']",Herb Star/Cecil Star (husband),"['Agnes Steelhead (mother)', 'Unnamed parent']","['Sam Star (daughter)', 'Patrick Star (son)', 'Squidina Star (daughter)']"
Cowboy 1,https://spongebob.fandom.com/wiki/Cowboy_1,"""A Skin Wrinkle in Time""","""Hysterical History""",,"Bikini Bottom, Dead Eye Gulch, Pacific Ocean",Male,Orange,Black,Bill Fagerbakke,,Fish,,,
Cowboy 2,https://spongebob.fandom.com/wiki/Cowboy_2,"""A Skin Wrinkle in Time""","""Hysterical History""",,"Bikini Bottom, Dead Eye Gulch, Pacific Ocean",Male,Purple,Black,Doug Lawrence,,Fish,,,
Wise kraken,https://spongebob.fandom.com/wiki/Wise_kraken_(character),"['""Wise Kraken"" (Kamp Koral: SpongeBob\'s Under Years)', '""Abandon Twits"" (SpongeBob SquarePants)']","""Putt Up or Shut Up""",,"Kamp Koral, Pacific Ocean",Male,Blue body with purple ears,Green,Brad Garrett,,Kraken,,,
Wally,https://spongebob.fandom.com/wiki/Wally,,,"['Crazed castaway', 'Handyman (formerly)']",Inside the drywalls of SpongeBob's house,Male,Green,Blue,Jeffrey Combs,"""Wallhalla""",Fish,,,
Construction foreman,https://spongebob.fandom.com/wiki/Construction_foreman,"""Skill Crane""","""The Prehistoric Patrick Star Show""",,"Bikini Bottom, Pacific Ocean",Male,Dark brown,Black,"['Mark Fite', 'Tom Kenny']",,Fish,,,
Mrs. Sally Spitoon,https://spongebob.fandom.com/wiki/Mrs._Sally_Spitoon,,,Owner of The Salty Spitoon,,Female,Brown,Orange,Kate Higgins,"""Salty Sponge""",Anglerfish,Mr. Spitoon,,
Bruiser shark,https://spongebob.fandom.com/wiki/Bruiser_shark,,,,"Bikini Bottom, Pacific Ocean",Male,Gray,Blue,Clancy Brown,"""Salty Sponge""",Grey White Shark,,Unnamed Mother,
Giant trevally,https://spongebob.fandom.com/wiki/Giant_trevally,"""Salty Sponge""","""Ain't That the Tooth""",,"Mussel Beach, Bikini Bottom, Pacific Ocean",Female,Gray,Black,"['Doug Lawrence (""Salty Sponge"")', 'Tom Kenny (""Ain\'t That the Tooth"")']",,Trevally,,,
Mo,https://spongebob.fandom.com/wiki/Mo,"""The Jellyfish Kid""","""Kreepaway Kamp""",,"Frigate cabin, Kamp Koral, Pacific Ocean",Female,Light purple,Gray,Sirena Irwin,,Fish,,,
Duck family,https://spongebob.fandom.com/wiki/Duck_family,"""Salty Sponge""","""Driven to Drive""",,"Bikini Bottom, Pacific Ocean",Female (mother),"['White (mother)', 'Yellow (ducklings)']",Black,,,Ducks,,,
Hammerhead juvenile delinquent,https://spongebob.fandom.com/wiki/Hammerhead_juvenile_delinquent,,,,"Bikini Bottom, Pacific Ocean",Female,Gray,Red,Rodger Bumpass,"""Salty Sponge""",Hammerhead shark,,,
Mechanical bull,https://spongebob.fandom.com/wiki/Mechanical_bull,,,,,,Black with a light grayish-brown body,Black,Tom Kenny,"""Salty Sponge""",Bull,,,
Slightly crazed moray eel,https://spongebob.fandom.com/wiki/Slightly_crazed_moray_eel,,,,"Bikini Bottom, Pacific Ocean",Female,Lime,Blue with red pupils,Sirena Irwin,"""Salty Sponge""",Moray eel,,,
Tough customer,https://spongebob.fandom.com/wiki/Tough_customer,,,,"Bikini Bottom, Pacific Ocean",Male,Dark purple,Red with black pupils,Dee Bradley Baker,"""Salty Sponge""",Giant Pacific octopus,,,
Passin' Jacks,https://spongebob.fandom.com/wiki/Passin%27_Jacks,,,,"Bikini Bottom, Pacific Ocean",Male and female,Dark gray,Yellow with black pupils,,"""Salty Sponge""",Bar jacks,,,
Taxi driver plankton,https://spongebob.fandom.com/wiki/Taxi_driver_plankton,,,Taxi driver,,Male,Deep green,,,"""Karen for Spot""",Planktonic copepod,,,
Chubby cop,https://spongebob.fandom.com/wiki/Chubby_cop,,,Police officer,"Bikini Bottom, Pacific Ocean",Male,Orange,Black,Doug Lawrence,"""Karen for Spot""",Fish,,,
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Barky,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Mrs._Puff's_tree,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Mr._Krabs'_tree,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Squidward's_tree,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Patrick's_tree,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Saltwater trees,https://spongebob.fandom.com/wiki/Saltwater_trees#Baby_trees,,,,,Varies,Varies (trunk is usually brown; leaves are usually green),,Various,"""Arbor Day Disarray""",Saltwater trees,,Sandy Cheeks (creator),
Tooth Fairy,https://spongebob.fandom.com/wiki/Tooth_Fairy,,,,"Bikini Bottom, Pacific Ocean",Female,Brown,Green,Sirena Irwin,"""Ain't That the Tooth""",Fairy,,,
Sneaky Hermit,https://spongebob.fandom.com/wiki/Sneaky_Hermit,,,Thief,,Male,Darkish-red,Black,,Lights Camera Pants,Hermit crab,Unnamed ex-wife,,
Los Diablos,https://spongebob.fandom.com/wiki/Los_Diablos,,,,,Males,"['Purple', 'Brown']",,"['Rodger Bumpass (Diablo 1)', 'Bill Fagerbakke (Diablo 2)']","""Ma and Pa's Big Hurrah""",Fish,,,
Incidental 30A,https://spongebob.fandom.com/wiki/Incidental_30A,"""Help Wanted""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""End of Summer Daze"" (Incidental 116) (Kamp Koral: SpongeBob\'s Under Years)', '""Star-Robics"" (The Patrick Star Show)']","['Jellyspotter (Jellyspotters B, D, and E)', 'Chef', 'Battle re-enactor', 'Red soldier', 'Fry Cook Games competitor', 'Camper (Incidental 116)', 'Camera man', 'Sailor (Jellyspotters B, D, and E)']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottom Jail', 'Krusty Slammer', 'Barge Cabin, Kamp Koral (Incidental 116)', 'Binary Bottom (""RobotInc"" variant)', 'New Kelp City']",Male,Brown,Black,"['Rodger Bumpass', 'Carlos Alazraqui']",,Anchovy,,,
"Unknown ""Snail"" 8",https://spongebob.fandom.com/wiki/Unknown_%22Snail%22_8,"""Gary in Love""","""Ma and Pa's Big Hurrah""",,"Bikini Bottom, Pacific Ocean",Female,Dark blue with lavender bottom,Black,,,Sea snail,,,
"Unknown ""Snail"" 12",https://spongebob.fandom.com/wiki/Unknown_%22Snail%22_12,"""Gary in Love""","""Ma and Pa's Big Hurrah""",,"['Bikini Bottom, Pacific Ocean', 'Bob Barnacle Snail Rescue Center', ""SpongeBob's house (temporarily)""]",Male,Pale blue,Light yellow with black pupils,,,Sea snail,,,
Petunia,https://spongebob.fandom.com/wiki/Petunia,,,Flower shop owner,"Bikini Bottom, Pacific Ocean",Female,Pink,Black,Jennifer Tilly,"""The Flower Plot""",Robot fish,,,
Incidental 30A,https://spongebob.fandom.com/wiki/Incidental_30A,"""Help Wanted""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""End of Summer Daze"" (Incidental 116) (Kamp Koral: SpongeBob\'s Under Years)', '""Star-Robics"" (The Patrick Star Show)']","['Jellyspotter (Jellyspotters B, D, and E)', 'Chef', 'Battle re-enactor', 'Red soldier', 'Fry Cook Games competitor', 'Camper (Incidental 116)', 'Camera man', 'Sailor (Jellyspotters B, D, and E)']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottom Jail', 'Krusty Slammer', 'Barge Cabin, Kamp Koral (Incidental 116)', 'Binary Bottom (""RobotInc"" variant)', 'New Kelp City']",Male,Brown,Black,"['Rodger Bumpass', 'Carlos Alazraqui']",,Anchovy,,,
Incidental 30A,https://spongebob.fandom.com/wiki/Incidental_30A,"""Help Wanted""","['Saving Bikini Bottom: The Sandy Cheeks Movie (SpongeBob SquarePants)', '""End of Summer Daze"" (Incidental 116) (Kamp Koral: SpongeBob\'s Under Years)', '""Star-Robics"" (The Patrick Star Show)']","['Jellyspotter (Jellyspotters B, D, and E)', 'Chef', 'Battle re-enactor', 'Red soldier', 'Fry Cook Games competitor', 'Camper (Incidental 116)', 'Camera man', 'Sailor (Jellyspotters B, D, and E)']","['Bikini Bottom, Pacific Ocean', 'Bikini Bottom Jail', 'Krusty Slammer', 'Barge Cabin, Kamp Koral (Incidental 116)', 'Binary Bottom (""RobotInc"" variant)', 'New Kelp City']",Male,Brown,Black,"['Rodger Bumpass', 'Carlos Alazraqui']",,Anchovy,,,
Harris,https://spongebob.fandom.com/wiki/Incidental_73,"""Pickles""","['Saving Bikini Bottom: The Sandy Cheeks Movie (credits) (SpongeBob SquarePants)', '""Patrick Show Land"" (Incidental 73KID) (The Patrick Star Show)']","['Store clerk', 'Chef', 'Fancy! employee', 'Tuba player', 'Student', 'Krusty Krab commercial crew member (formerly)', 'Camper (Incidental 73KID and Scout 3)', 'Violin player', 'Krusty Krab Stadium sewer control employee']","['Bikini Bottom, Pacific Ocean', 'Krusty Slammer (Incidental 73KID)', 'Bikini Bottom Jail (Incidental 73KID)']",Male,"['Light green', 'Light blue', 'Dark blue']",White with black pupils,"['Clancy Brown', 'Sirena Irwin (Incidental 73KID)', 'Tom Kenny (""Lighthouse Louie,"" ""Big Baby Patrick"")']",,Fish,,Incidental 73KID's mom,
